user_id,article_1,article_2,article_3,article_4,article_5
239304,272143,208562,166581,348112,198659
239305,160417,158536,300470,158082,16129
239306,214800,293301,233478,160132,111210
239307,235870,95716,300082,315105,235616
239308,36161,160974,2303,297906,225463
239309,160974,168623,156623,286321,199198
239310,64329,199198,168623,162655,198659
239311,160417,218337,162655,64329,160974
239312,313504,59758,284844,273464,236613
239313,236171,162655,199198,272143,203313
239314,160974,158536,195147,272143,156560
239315,336223,65991,202416,162655,336499
239316,272143,48403,31836,283009,271261
239317,202675,209294,207731,202557,202684
239318,160974,158536,272143,165985,156025
239319,199198,166581,20691,64329,159762
239320,352979,283009,30389,39894,300470
239321,336221,235870,276970,160974,156625
239322,160974,199198,300470,160417,158536
239323,272143,160974,199198,235230,156560
239324,199197,235230,158536,16129,270799
239325,65024,66326,307856,68030,42422
239326,288440,202289,336220,234269,183176
239327,361476,284452,202534,338340,276946
239328,181335,186879,183046,74587,123909
239329,20691,199198,336245,337441,166581
239330,156560,162655,199198,336221,175040
239331,197151,162655,300470,16129,162300
239332,336221,235616,64329,283505,199198
239333,198659,272143,224658,162655,64329
239334,160974,158536,272143,156560,156447
239335,119193,234698,161602,271261,284547
239336,58580,32082,159762,289126,66672
239337,245161,160974,156625,168623,158882
239338,223495,166488,272143,199198,158536
239339,235230,272143,288320,129029,156560
239340,277713,31113,160974,289003,313431
239341,177035,114119,111663,336873,160974
239342,336245,20691,208150,288440,348112
239343,221190,221255,221217,31520,284846
239344,160974,160417,158536,199198,272143
239345,158536,160974,124350,123290,272143
239346,205973,209294,202675,272242,300470
239347,289003,277107,48403,31836,283009
239348,234698,199198,59057,31836,293301
239349,36402,233793,65814,35881,159909
239350,162655,300470,16129,162300,158536
239351,354621,178383,160417,156964,235870
239352,96173,195147,234549,41799,194406
239353,293114,123826,124748,284985,124350
239354,16129,160974,300470,182394,96812
239355,199198,198659,2075,14229,224658
239356,160417,158536,233658,300470,208150
239357,336221,199197,59057,168623,276970
239358,123757,124350,124748,64329,156624
239359,162655,300470,58580,202557,272143
239360,160974,160417,158536,199198,272143
239361,123757,124350,123290,124748,124352
239362,160974,160417,158536,199198,272143
239363,16129,160974,300470,182394,96812
239364,20691,336245,331116,162655,160417
239365,336221,272143,119193,166581,48403
239366,336221,160974,199198,162655,123757
239367,8934,216183,16616,198659,224007
239368,225055,205879,54826,301824,234639
239369,160417,162655,156560,300470,158082
239370,95716,235870,160417,158536,271261
239371,160974,160417,158536,199198,272143
239372,160974,225463,202557,162655,16129
239373,272143,160974,206027,111043,300470
239374,235870,336223,300082,218028,234269
239375,272143,336221,235870,199197,64409
239376,123757,168623,160974,156625,123818
239377,160974,214709,272143,162655,182256
239378,289090,156560,198659,166581,64329
239379,336221,235870,34926,32082,283009
239380,202355,202559,162655,202557,202675
239381,160974,225463,214800,233478,160132
239382,272143,235870,162655,336223,160417
239383,272312,107266,271558,270589,273397
239384,160974,157478,300470,331116,289003
239385,160974,177075,272143,158536,177421
239386,160417,162655,48403,119193,300470
239387,58580,225010,289003,155935,57966
239388,158536,124350,124748,300470,123290
239389,272143,160974,123757,166581,182394
239390,160974,160417,158536,199198,272143
239391,123289,336220,160974,124177,124748
239392,20691,289090,32088,234267,159762
239393,95716,234698,315105,336362,18720
239394,168623,284547,199197,156560,123818
239395,208237,265991,198659,199198,118548
239396,160417,218337,162655,64329,160974
239397,48403,119193,214800,160974,270229
239398,160417,218337,162655,64329,160974
239399,235870,95716,62464,300082,348093
239400,277107,166581,272143,289126,157478
239401,160974,272143,162655,198659,224658
239402,124748,124350,111043,123290,95716
239403,48403,119193,202493,31836,58580
239404,156964,97486,58968,199078,64346
239405,286128,198199,158536,108856,348113
239406,162655,300470,16129,162300,158536
239407,160417,158536,160974,156560,199198
239408,70646,206934,202534,199198,156560
239409,336245,199197,300082,283009,162655
239410,199278,202388,202534,199647,199032
239411,272143,237524,160974,199198,276970
239412,160974,300470,160417,158536,199198
239413,162655,161506,133160,16129,225463
239414,199198,237524,156625,168623,272143
239415,123818,162655,124228,16129,123290
239416,236171,162655,199198,272143,203313
239417,239304,272143,239616,286321,336223
239418,124748,272143,95716,289090,354086
239419,199198,272143,160974,160417,300470
239420,160974,128260,181585,168623,276970
239421,160974,270607,245161,272143,160417
239422,285342,235230,199198,313431,272143
239423,336220,233717,160974,284452,234267
239424,160417,158536,300470,158082,336220
239425,289090,39894,272143,331116,123909
239426,87188,166581,95716,198659,288440
239427,272143,158536,166581,160974,175040
239428,281866,278045,279804,159881,68776
239429,73413,199197,130009,129736,284547
239430,160417,162655,300470,158082,16129
239431,88914,87228,87144,87126,87224
239432,283009,336254,162655,160974,276970
239433,211863,199198,162655,124228,123909
239434,124748,124228,123289,124350,168623
239435,199198,272143,160417,158536,166581
239436,160974,160417,158536,354086,5043
239437,83622,284847,83472,272660,236613
239438,272143,162655,273397,166581,64329
239439,158536,156560,199198,31712,166581
239440,160974,300470,289003,157478,160417
239441,73334,276970,31165,348124,89599
239442,162655,300470,16129,162300,158536
239443,160974,160417,158536,199198,272143
239444,160974,160417,158536,199198,272143
239445,336221,156964,235870,160417,160974
239446,64329,182394,175040,162655,199197
239447,156560,160417,234698,160974,166581
239448,96210,277107,272143,157478,336245
239449,160974,300470,209236,272143,225055
239450,166581,198659,64329,336221,235870
239451,336221,336223,283009,336254,336220
239452,162655,300470,16129,162300,158536
239453,295972,198659,199198,64329,162655
239454,158536,162655,218337,64329,160974
239455,160417,158536,61375,300470,156654
239456,336221,160417,235870,300082,314763
239457,63736,63688,61741,61749,69331
239458,95763,285281,84160,239781,9498
239459,271262,336223,168623,59057,73413
239460,160974,160417,158536,199198,272143
239461,336221,159762,156964,32082,235870
239462,336254,207603,162655,283009,202381
239463,168623,277491,354086,39894,95972
239464,31349,31027,30555,29830,32067
239465,95716,235870,111355,199118,235616
239466,348112,336254,276970,331116,95716
239467,38377,87152,87165,155950,87207
239468,129434,158047,198199,348113,286128
239469,160974,162655,272660,272143,225463
239470,234698,168623,199198,127131,271262
239471,282269,282321,331541,337540,283933
239472,32082,206785,202381,83472,202493
239473,160974,159762,202355,160940,284985
239474,162655,300470,16129,162300,158536
239475,160974,160417,158536,199198,272143
239476,123826,124350,123289,284629,272660
239477,141047,210921,209931,141330,168623
239478,243315,301015,304576,304518,235652
239479,311703,277713,336254,39894,313242
239480,272143,234698,123909,336221,96210
239481,336221,235870,156964,236338,214631
239482,336223,199197,199198,288320,59057
239483,175040,162655,198659,25325,123909
239484,336220,289090,234698,271261,124749
239485,196534,332226,206168,70646,235230
239486,160974,160417,158536,199198,272143
239487,166581,261612,289090,15226,64329
239488,272143,158536,73413,162655,64329
239489,268683,160974,160417,271981,158536
239490,160974,300470,197151,96812,199198
239491,272143,199198,160974,158536,160417
239492,160417,158536,300470,336220,158082
239493,16129,160974,300470,182394,96812
239494,160974,160417,158536,199198,272143
239495,160974,348112,16129,272143,160417
239496,234698,166581,199197,198659,162655
239497,289126,257291,285719,156654,233717
239498,160417,158536,300470,156808,156560
239499,331116,336254,209236,218028,283009
239500,288320,59057,183176,336223,160974
239501,160974,289090,199198,272143,160417
239502,162655,300470,16129,162300,158536
239503,123757,277107,168623,39894,315088
239504,160974,156560,199198,124350,160417
239505,162655,272143,225463,16129,202557
239506,162655,160417,162300,158536,300470
239507,124748,124350,124177,124194,162655
239508,183176,96755,336221,64329,199198
239509,160974,160417,158536,199198,272143
239510,158536,300470,162300,158082,272143
239511,283505,111043,208582,215993,183176
239512,272143,158536,160974,199198,64329
239513,95716,235616,156625,160974,48403
239514,160974,160417,158536,158082,162655
239515,160974,160417,59057,31836,48403
239516,234698,124352,123290,289090,336220
239517,29953,162655,123757,234269,300470
239518,59057,234698,284985,337735,31836
239519,159762,160417,289126,214800,162655
239520,160974,160417,158536,199198,272143
239521,175040,158536,160417,324823,157078
239522,235616,235524,160974,208237,313504
239523,160417,158536,300470,303565,234987
239524,160417,158536,237524,300470,158082
239525,162655,293301,218337,156654,64329
239526,199198,198659,241402,162655,225463
239527,156964,336221,235870,160974,300082
239528,336221,160974,235870,156964,95716
239529,160974,96812,272660,59758,70591
239530,202289,233717,160974,203335,236610
239531,78360,72009,336221,78369,235870
239532,162655,300470,16129,162300,158536
239533,87188,87193,87234,87165,87126
239534,276970,160974,123757,123818,96812
239535,277491,234267,235616,337192,235854
239536,198659,64329,182394,234698,175040
239537,289090,160974,277491,32082,234267
239538,232812,198659,199198,267047,64329
239539,234698,336223,336220,315105,235616
239540,160417,300470,156654,293301,272143
239541,273397,50644,352117,348109,348081
239542,272660,289126,159762,127127,285719
239543,293114,338340,331737,233997,96755
239544,160417,272143,199197,58619,160974
239545,199198,198659,162655,64329,166581
239546,128260,129029,283009,336254,313431
239547,160974,272143,293114,160417,158536
239548,276970,156625,272143,25325,160417
239549,199198,206168,70646,162655,235230
239550,234698,95716,160974,277492,336220
239551,235616,336220,48403,95716,277491
239552,336223,20691,235870,336245,300082
239553,160974,96755,124749,272660,225463
239554,300263,299945,214800,199198,58606
239555,48403,119193,160974,59057,288320
239556,160974,160417,272143,235230,284547
239557,272143,20691,199198,336245,293114
239558,161801,156625,235652,87228,214283
239559,336221,272143,235870,160974,156560
239560,160417,160974,272143,289090,54106
239561,96755,160417,272143,166581,199198
239562,203890,208380,285342,70999,206462
239563,236681,238216,233728,236340,236358
239564,87228,87231,233997,160417,158536
239565,272143,336245,235230,20691,218337
239566,124748,289090,124177,124228,168623
239567,124748,123290,124352,124350,162655
239568,209236,58619,218028,331116,202559
239569,146037,277288,175162,305137,175213
239570,160417,158536,300470,162300,156808
239571,208539,202338,162655,293301,65991
239572,48403,160417,119193,160974,270229
239573,160974,300470,199198,272143,225068
239574,288440,234698,64329,166581,198659
239575,160417,162655,300470,16129,218337
239576,199198,157078,272143,162655,293301
239577,160974,225463,202557,162655,16129
239578,233717,235870,199198,95716,160417
239579,202652,123909,68290,292980,293334
239580,168623,293301,123757,270799,123290
239581,336223,235616,59057,235870,95716
239582,162655,160417,162300,158536,300470
239583,162655,300470,16129,162300,158536
239584,336220,237524,293301,64409,162655
239585,289126,159762,285719,313602,257291
239586,362232,297906,300259,71601,224354
239587,160417,162655,64329,156619,272143
239588,61169,162655,16129,106790,225463
239589,160974,96812,225463,260931,300470
239590,156025,157077,160909,46828,158535
239591,160974,160417,158536,199198,272143
239592,161602,235616,207982,206462,161506
239593,336221,225010,313920,235870,206907
239594,123290,124350,123818,59057,124352
239595,198659,236183,64329,166581,162655
239596,153306,51550,160417,158536,51944
239597,160974,160417,158536,199198,272143
239598,32082,160974,336220,289090,304878
239599,160974,283009,336254,300470,160417
239600,160974,293301,336254,233717,202289
239601,160974,168623,285343,225463,293301
239602,158536,20691,95716,288440,48403
239603,358078,283037,284944,300016,300840
239604,162655,59057,16129,225463,233595
239605,162655,29840,158536,160417,58891
239606,160417,284985,158536,300470,288320
239607,338340,123826,95716,234698,233658
239608,160974,160417,158536,199198,158082
239609,70591,39894,352979,70646,289003
239610,202675,209294,50405,207731,202557
239611,277107,293301,157478,234698,97530
239612,199198,156560,64329,235230,160974
239613,64329,338340,301121,199197,198659
239614,331116,289003,336220,277107,157478
239615,156560,199198,199197,166581,198659
239616,257291,301015,159762,289126,272143
239617,160417,272143,160974,156619,156624
239618,162655,160974,160417,161801,64329
239619,160974,283505,111043,206027,286321
239620,235870,156964,95716,123290,123818
239621,236358,236400,236613,234719,236356
239622,123818,123290,124352,338340,160974
239623,273432,312300,19788,30782,331442
239624,160974,160417,293301,158082,158536
239625,161801,235652,300470,199198,160974
239626,195012,162655,199198,195470,64329
239627,234698,20691,336245,289090,336220
239628,218028,209236,336221,156964,235870
239629,233717,124749,174512,48403,58606
239630,312518,235230,284547,129029,157078
239631,39894,235870,300082,95716,272143
239632,160974,160417,158536,199198,272143
239633,123290,124177,123818,124352,160417
239634,285023,167029,66534,284629,282617
239635,234698,59057,198659,64329,166581
239636,162655,64329,156624,272143,218337
239637,272143,162655,199198,158536,175040
239638,160974,160417,158536,199198,272143
239639,300470,162655,16129,160974,236171
239640,272143,160974,199198,64329,162655
239641,272143,235230,199197,166581,313431
239642,160974,160417,225055,158536,199198
239643,76000,76216,257291,289126,159762
239644,351673,160938,195843,35771,337735
239645,159762,289126,272143,129029,160974
239646,160417,158536,300470,16129,158082
239647,160974,225463,202557,162655,16129
239648,31836,199198,199197,289090,166581
239649,162655,166585,158536,272143,235715
239650,123757,124748,124350,123289,272143
239651,79008,84523,272143,234698,123909
239652,160417,158536,300470,158082,336223
239653,199198,338339,272143,160974,160417
239654,160974,160417,158536,199198,272143
239655,289126,159762,160974,160417,285719
239656,48403,162655,158536,119193,288320
239657,71601,96210,208150,111043,160974
239658,124177,160974,123818,123290,124228
239659,272143,218337,160974,156624,166581
239660,160974,158536,214576,160417,168623
239661,160974,160417,158536,199198,272143
239662,237524,336221,336245,156560,276970
239663,123289,124177,293050,124176,124194
239664,168623,272143,123757,123818,276970
239665,160974,160417,158536,199198,272143
239666,20691,156560,336221,199198,199197
239667,74371,75478,74423,272143,234698
239668,272143,336223,327480,216191,142402
239669,199198,162655,166581,175040,324823
239670,160974,160417,272218,158536,59040
239671,336245,288440,202372,202652,209236
239672,336220,123818,59057,124228,199198
239673,160974,225463,202557,162655,16129
239674,160974,225463,202557,162655,16129
239675,336748,160974,25325,168623,298831
239676,289126,285719,156654,257291,233717
239677,199198,272143,160974,160417,300470
239678,160417,218337,162655,64329,160974
239679,336221,293114,336223,123826,289090
239680,58580,160974,307779,162655,277492
239681,336221,300082,235870,73500,160974
239682,202559,160974,218028,48403,331116
239683,275343,162655,276741,284547,160417
239684,48403,59057,159762,25325,31836
239685,160974,160417,158536,199198,272143
239686,218337,162655,64329,160974,156560
239687,272143,235230,313431,286161,293301
239688,158536,64329,160417,166581,272143
239689,199198,272143,160974,160417,264771
239690,336221,26232,32082,156964,160417
239691,160974,160417,156560,124749,272143
239692,234698,289090,199197,272314,123818
239693,156560,272143,160974,284547,218337
239694,159762,289126,276970,257291,161439
239695,160974,313431,272660,272143,187065
239696,162655,161858,299013,160974,160417
239697,336220,234698,235616,277491,95716
239698,160974,202741,202289,225055,160417
239699,336221,289090,128260,277107,235870
239700,160974,160417,158536,199198,272143
239701,121275,157078,225739,48403,285390
239702,58580,336221,206934,235870,156964
239703,119193,59057,218028,31836,271261
239704,156964,336221,235870,272143,300082
239705,160974,160417,158536,199198,272143
239706,272143,199198,309475,166581,160417
239707,160974,160417,158536,199198,272143
239708,336221,336220,289090,272143,331116
239709,168612,300470,307901,261478,162655
239710,48403,166581,31836,64329,160974
239711,160417,158536,300470,272143,158082
239712,16129,96210,20691,162655,225463
239713,48403,59057,124350,283392,123290
239714,272143,198659,156654,293301,166581
239715,234698,336220,235616,336245,235870
239716,272143,182394,64329,166581,29840
239717,199197,123909,286161,48403,119193
239718,160974,158536,160417,199198,277491
239719,123818,160974,257291,289126,156560
239720,158536,162655,300470,158082,16129
239721,272143,160974,162655,199198,272660
239722,160974,160417,158536,199198,272143
239723,361699,59057,48403,58580,160974
239724,234698,95716,199198,156355,300082
239725,272143,300470,123757,234698,336223
239726,31836,59057,161506,133160,234698
239727,160974,162655,16129,225463,272143
239728,298364,160974,298724,287554,349326
239729,160974,300470,39894,277107,160417
239730,64329,198659,166581,162655,31836
239731,277107,96210,336220,39894,160974
239732,336220,95716,162655,234698,277492
239733,171189,156560,158536,199198,199197
239734,48403,338340,119193,270229,124749
239735,289090,123818,124228,124748,123290
239736,301015,123909,319716,160417,158536
239737,123909,198659,166581,159762,64329
239738,114890,198659,64329,199198,175040
239739,160417,162655,300470,333959,16129
239740,293301,303180,31836,168623,352979
239741,199197,156560,286161,206934,199198
239742,348109,285533,348140,283505,199198
239743,233688,128260,181585,59758,300470
239744,336221,235870,218028,129086,95716
239745,95531,2229,95843,95721,97009
239746,183651,160974,160417,184170,156560
239747,158536,20691,336254,166581,160417
239748,63800,71481,293301,233717,71292
239749,293114,96755,272143,338340,123826
239750,64329,198659,123289,124176,338340
239751,119193,48403,158906,202320,160940
239752,166581,20691,162655,198659,324823
239753,271442,272143,199198,160974,160417
239754,300470,160417,158536,158082,16129
239755,160974,160417,158536,199198,272143
239756,158536,293114,288440,160417,156560
239757,160974,214800,272143,160417,233478
239758,338340,235616,48403,160974,336221
239759,160974,160417,158536,199198,272143
239760,337448,62464,338013,336972,211856
239761,199198,289126,159762,160974,160417
239762,123818,277107,39894,123290,199197
239763,158536,336220,160417,175040,331116
239764,162655,158536,162300,300470,16129
239765,87224,87228,303565,234987,199198
239766,87127,309447,309203,309365,309534
239767,160974,160417,158536,199198,272143
239768,20691,215993,234006,336221,254462
239769,160974,272143,160417,158536,199198
239770,336223,160974,234698,156625,133160
239771,87188,87117,87116,87165,87234
239772,84386,199198,271262,83769,83592
239773,95716,31836,235870,119193,288320
239774,160417,162655,160974,156624,156560
239775,283104,355933,237524,357480,229125
239776,272143,202388,183176,288435,336221
239777,336254,336220,218028,277491,202355
239778,293050,124749,96755,128260,175040
239779,162655,300470,16129,162300,158536
239780,20691,337441,32088,271262,96103
239781,160417,158536,300470,158082,16129
239782,64329,198659,348112,183176,283505
239783,235616,58580,288320,209236,95716
239784,124749,203890,293114,233997,124177
239785,202388,202534,159938,234698,183176
239786,114105,160417,114348,158536,300470
239787,96210,58580,198659,166581,182666
239788,48403,59057,348093,199197,338350
239789,272143,234698,123909,336221,96210
239790,271262,96755,124749,183176,160974
239791,124748,123818,293114,124228,289126
239792,124748,124350,124228,172576,58580
239793,95716,235616,156964,300082,271261
239794,236171,162655,199198,272143,203313
239795,296163,300847,300583,299304,300308
239796,313504,59758,284844,273464,236613
239797,9973,8755,183062,10012,209348
239798,272143,108856,156560,313431,133160
239799,160132,233478,293301,272143,58606
239800,283505,289003,157478,276970,97530
239801,350723,72972,72971,106161,283009
239802,199198,272143,48403,31836,64329
239803,300470,160417,158536,218028,158082
239804,199198,272143,158536,160974,225055
239805,160974,160417,158536,199198,272143
239806,160974,272143,300470,293301,168623
239807,301015,276970,160974,95972,123909
239808,199198,336221,272143,158536,235870
239809,156964,300082,119193,277491,234267
239810,272143,336245,288440,336223,235230
239811,124352,123818,123757,124350,160417
239812,70504,141030,161801,72254,236207
239813,160974,158536,272143,289126,159762
239814,235230,70646,272143,156624,199197
239815,209236,336221,214753,235870,215613
239816,123290,124352,160417,158536,124748
239817,160974,160417,158536,199198,272143
239818,158536,272143,162655,64329,284420
239819,156560,199198,158536,160974,166581
239820,235870,87667,156964,159762,95716
239821,289090,336221,235870,337192,234267
239822,181805,119193,336220,336221,181415
239823,71665,162655,300470,16129,162300
239824,160974,160417,158536,199198,272143
239825,194337,195636,194823,195586,195842
239826,288320,286161,59057,206934,235230
239827,160974,299304,225463,300016,202557
239828,160974,160417,158536,203335,199198
239829,235870,235616,336223,58761,64329
239830,235230,284547,313431,272143,202729
239831,111043,166344,96210,87117,211442
239832,26542,233658,293050,30003,25868
239833,156560,166581,235230,64329,224658
239834,234698,95716,235870,300082,160974
239835,209043,209294,202383,206661,205876
239836,14394,336221,158536,74554,124748
239837,160417,158536,300470,158082,214800
239838,206735,284547,293301,168623,202388
239839,236171,162655,199198,272143,203313
239840,160417,158536,285184,157078,159567
239841,48737,209294,48136,48605,206763
239842,123757,160417,123818,123290,276970
239843,160974,160417,158536,199198,272143
239844,65239,225010,66179,19234,277492
239845,209294,285546,202383,207731,225055
239846,16129,160974,300470,182394,96812
239847,16129,225463,182394,160974,41588
239848,233717,161439,257291,284452,168623
239849,160974,225463,202557,162655,16129
239850,160417,160974,272143,156560,166581
239851,162655,218337,331116,64329,156560
239852,336254,283009,199197,293301,39894
239853,332897,32082,336300,337757,336848
239854,9514,8116,4970,9984,7698
239855,119193,241181,31836,270229,241473
239856,209530,87234,219128,165653,87207
239857,236171,162655,199198,272143,203313
239858,160974,160417,158536,199198,272143
239859,160974,199198,123909,158536,156560
239860,160417,158536,300470,272143,158082
239861,289003,159762,272143,57428,277107
239862,236171,162655,199198,272143,203313
239863,171722,235230,272143,160417,199197
239864,337192,162655,284096,336220,160417
239865,66421,208426,267735,332255,307415
239866,160974,300470,160417,25325,38627
239867,235948,35900,35348,285719,160974
239868,199197,288320,286161,59057,235230
239869,160417,124748,48403,119193,123290
239870,336748,162655,199197,300472,272642
239871,20691,336245,160974,32088,271262
239872,168623,202652,124748,206571,208145
239873,299131,331128,351869,177390,181470
239874,48852,160473,208865,197858,120410
239875,155023,160974,201122,283330,160417
239876,234698,156560,174859,313431,160974
239877,128260,119534,58580,96210,111043
239878,20691,277491,234267,58580,235616
239879,255694,255989,255929,255878,255850
239880,234698,199198,162655,31836,96210
239881,272143,199198,160974,313431,160417
239882,36162,325458,211442,209122,126670
239883,160417,158536,300470,158082,65991
239884,87233,288320,133160,274717,336223
239885,199198,166581,198659,160974,156560
239886,208970,202652,272143,162655,20691
239887,74254,58968,76267,96210,76040
239888,160974,160417,158536,199198,272143
239889,160974,162655,160417,162300,156808
239890,48403,293301,236951,119193,59057
239891,162655,123757,124748,160417,158536
239892,161801,48403,336254,160974,214283
239893,160974,160417,158536,199198,272143
239894,272143,354086,166581,277492,337192
239895,160417,158536,300470,158082,16129
239896,336221,71601,235870,106608,199198
239897,64329,198659,166581,224658,162655
239898,160974,160417,158536,199198,272143
239899,96210,199197,288440,206934,286161
239900,160417,162655,108855,300470,286321
239901,160974,48403,159762,300470,233816
239902,162655,64329,164141,160974,156560
239903,95597,156025,158722,20171,99336
239904,20691,272143,160974,199198,58580
239905,160974,160417,158536,199198,272143
239906,160417,218337,162655,64329,160974
239907,352979,283009,233717,30389,39894
239908,198659,199198,64329,166581,324823
239909,123757,272143,123818,156025,64329
239910,95716,235870,300082,272143,199198
239911,128260,354086,277492,289090,161506
239912,183665,182601,180269,182572,195842
239913,158536,300082,315105,199198,289126
239914,234698,336223,288320,156964,271261
239915,214800,234698,233478,160132,111210
239916,160974,160417,158536,199198,272143
239917,272143,20691,160417,230978,336245
239918,276970,111043,301015,124749,233688
239919,293301,123909,159762,66356,61548
239920,123818,160974,95716,331738,124228
239921,111043,96210,283505,336245,183176
239922,123818,123290,124748,124352,124176
239923,198659,288320,64329,162655,123909
239924,166581,175040,198659,156560,160417
239925,199198,160974,272143,300470,199197
239926,288665,289016,288637,255717,288270
239927,273432,312300,19788,30782,331442
239928,160974,160417,158536,199198,272143
239929,160974,160417,158536,199198,272143
239930,348093,237524,196534,82810,95972
239931,236171,162655,199198,272143,203313
239932,327006,327663,326769,328089,327400
239933,358109,160417,76412,158536,300470
239934,272143,159762,14868,199198,48403
239935,276970,58580,157478,181826,123909
239936,160974,160417,158536,199198,272143
239937,158536,160417,300470,272143,156624
239938,199198,272143,160974,160417,300470
239939,160417,300470,20691,199198,225463
239940,160417,160974,272143,168623,156560
239941,225673,20553,272148,107227,235777
239942,160974,293301,225463,156654,285719
239943,225374,36348,33497,298435,225514
239944,362284,361386,159762,272143,360809
239945,160974,272143,160417,160158,284985
239946,336223,332108,199197,156560,59057
239947,236171,162655,199198,272143,203313
239948,286161,351054,218028,293114,203241
239949,336245,59057,288440,336220,48403
239950,71298,73500,288320,73271,107212
239951,272143,64329,124350,160974,293114
239952,162655,160974,199198,272660,272143
239953,235870,336221,299152,277492,31836
239954,158536,160974,272143,156560,59040
239955,160974,160417,158536,199198,272143
239956,272143,198659,182394,162655,199078
239957,123909,84020,161801,336220,162355
239958,336223,355161,159762,272143,355215
239959,199197,162655,199198,313431,198659
239960,160974,160417,158536,199198,272143
239961,20691,289090,336245,198659,211863
239962,289003,123818,233717,124228,283009
239963,293301,168623,313431,272143,235230
239964,62748,62714,52228,285726,362693
239965,124352,123818,123757,124350,211531
239966,288320,199198,272143,160974,30611
239967,20691,96755,160974,336245,272218
239968,48403,119193,298297,336221,95716
239969,20691,277067,235616,236566,160974
239970,158536,160417,199197,156624,168623
239971,124352,123818,96210,123757,160417
239972,128260,181585,289090,111043,160974
239973,160974,160417,158536,199198,272143
239974,59057,160417,133160,158536,300470
239975,236171,162655,199198,272143,203313
239976,283009,272143,289003,336254,162655
239977,272143,234698,95716,313431,284547
239978,199198,162655,39894,352979,175040
239979,18387,106991,112678,29842,28579
239980,160974,96812,199198,300470,31520
239981,160974,160417,158536,199198,272143
239982,303807,303833,304169,234698,358109
239983,162655,300470,16129,162300,158536
239984,160974,289090,272660,336220,225463
239985,199198,183176,96210,336254,352979
239986,289126,160974,285719,156654,257291
239987,300128,300473,273397,162655,300923
239988,336221,272143,95716,48403,271262
239989,156560,313431,199198,209236,235230
239990,336223,236566,313920,336221,225010
239991,160974,225463,182256,162655,96528
239992,160974,160417,158536,199198,272143
239993,160417,158536,300470,272143,158082
239994,160974,160417,158536,199198,272143
239995,161096,17285,157501,157732,157500
239996,160974,160417,158536,199198,272143
239997,336220,162655,234267,337192,277491
239998,160417,158536,158082,300470,270799
239999,145626,142292,145799,145054,145786
240000,272143,202355,162655,64329,218028
240001,202675,209294,207731,202557,202684
240002,160417,158536,300470,158082,129434
240003,336221,123289,123826,300082,337143
240004,336221,48403,234698,288320,283009
240005,160974,166414,209236,337192,277492
240006,336220,336221,303565,234698,272143
240007,95716,235870,168623,289090,199198
240008,123757,124748,123289,124350,272143
240009,160974,158536,162655,218337,64329
240010,160974,124748,156560,160417,158536
240011,160974,160417,158536,199198,272143
240012,336223,303180,234698,25325,48403
240013,300263,272143,198659,299945,166581
240014,272143,234698,123909,336221,96210
240015,123757,95716,235870,208237,123818
240016,123818,123757,123290,124350,122918
240017,234269,336221,235230,234698,206785
240018,160974,214800,160132,111210,300470
240019,336221,156964,160417,289090,162655
240020,272143,162655,64329,286161,160974
240021,234698,271261,96210,48403,336220
240022,68290,100890,350594,74882,242596
240023,160417,166581,199198,156560,64329
240024,272143,313431,235230,160974,286161
240025,160974,160417,158536,199198,272143
240026,255226,255462,255741,256139,183266
240027,224801,225618,226118,215619,221696
240028,162655,218337,64329,162300,156560
240029,123757,166581,168623,156560,198659
240030,20691,336245,160974,288440,160417
240031,94502,97512,198672,95834,97486
240032,160974,160417,158536,156560,199198
240033,293050,95716,234698,331738,162655
240034,61375,199198,225463,160974,235230
240035,272143,160417,156560,160974,166581
240036,348112,234698,123289,95716,123757
240037,160974,225463,202557,162655,16129
240038,272143,182394,160974,166581,198659
240039,59057,160974,199198,214709,133160
240040,31940,363982,32573,236853,31023
240041,225739,95716,300082,272143,160417
240042,182394,48213,333564,146188,47660
240043,160417,218337,162655,64329,160974
240044,124177,123909,123818,124749,123290
240045,284985,336223,123909,124748,288320
240046,160974,272143,160417,158536,156624
240047,162655,160974,202557,272143,225463
240048,127133,127127,160938,156230,336380
240049,160974,160417,158536,199198,272143
240050,207714,70646,207758,203288,207731
240051,202388,76258,100420,208237,208562
240052,123757,234698,123289,123818,95716
240053,160974,354086,181585,159938,111043
240054,160417,218337,162655,64329,160974
240055,236171,162655,199198,272143,203313
240056,123289,124177,343256,129694,123290
240057,199198,162655,64329,161801,198659
240058,225010,206503,158536,271262,205869
240059,61371,283595,61345,231688,271261
240060,124352,123818,123289,124350,123757
240061,73413,73271,47024,59094,88468
240062,76256,106807,75961,74596,300629
240063,331628,158536,157365,160974,257465
240064,160974,300470,160417,158536,65991
240065,202289,202381,207603,245099,245680
240066,95724,168623,95946,91380,288320
240067,160974,160417,158536,199198,272143
240068,20691,199198,158536,156560,166581
240069,160974,158536,160417,158082,300470
240070,272143,160417,158536,209236,331116
240071,39894,277107,36161,284844,272143
240072,160974,214709,123757,123909,300470
240073,270607,338340,245161,336220,289090
240074,174691,174883,169168,169138,174138
240075,160974,158536,160417,199198,272143
240076,276970,237524,160974,299152,300470
240077,160974,293114,284985,16129,160938
240078,272143,162655,31836,271261,234698
240079,162655,300470,16129,162300,158536
